===== RECEIVED DATA FOR SYMBOL: EURUSD =====
         open      high       low     close    volume  day_of_week      hour    minute       day  timeframe
538  0.286312  0.239207  0.345382  0.287068  0.002118     0.333333  0.434783  0.084746  1.000000       0.00
539  0.281708  0.234253  0.337851  0.282125  0.002614     0.333333  0.434783  0.000000  1.000000       0.00
540  0.280033  0.230007  0.333835  0.277183  0.002348     0.333333  0.391304  0.932203  1.000000       0.00
541  0.278359  0.228946  0.334839  0.275535  0.002046     0.333333  0.391304  0.847458  1.000000       0.00
542  0.276685  0.233192  0.339357  0.273888  0.002239     0.333333  0.391304  0.762712  1.000000       0.00
543  0.265383  0.225407  0.321787  0.272241  0.001864     0.333333  0.391304  0.677966  1.000000       0.00
544  0.271243  0.222222  0.324297  0.260297  0.001465     0.333333  0.391304  0.593220  1.000000       0.00
545  0.264546  0.220807  0.318775  0.266886  0.002336     0.333333  0.391304  0.508475  1.000000       0.00
546  0.257848  0.218330  0.313253  0.260297  0.001949     0.333333  0.391304  0.423729  1.000000       0.00
547  0.252825  0.210191  0.304719  0.253707  0.001949     0.333333  0.391304  0.338983  1.000000       0.00
548  0.246965  0.205237  0.301205  0.248764  0.001888     0.333333  0.391304  0.254237  1.000000       0.00
549  0.252825  0.205591  0.301205  0.242998  0.001404     0.333333  0.391304  0.169492  1.000000       0.00
550  0.252825  0.205591  0.299197  0.248764  0.001283     0.333333  0.391304  0.084746  1.000000       0.00
551  0.247802  0.204883  0.297691  0.248764  0.001840     0.333333  0.391304  0.000000  1.000000       0.00
552  0.254500  0.208068  0.304719  0.243822  0.001634     0.333333  0.347826  0.932203  1.000000       0.00
553  0.244454  0.205945  0.300703  0.250412  0.001380     0.333333  0.347826  0.847458  1.000000       0.00
554  0.237756  0.197452  0.287651  0.240527  0.001356     0.333333  0.347826  0.762712  1.000000       0.00
555  0.234826  0.193914  0.288655  0.233937  0.001017     0.333333  0.347826  0.677966  1.000000       0.00
556  0.234408  0.190729  0.284137  0.232290  0.000932     0.333333  0.347826  0.593220  1.000000       0.00
557  0.237756  0.192852  0.285141  0.230643  0.001295     0.333333  0.347826  0.508475  1.000000       0.00
558  0.243617  0.196745  0.292671  0.233937  0.000908     0.333333  0.347826  0.423729  1.000000       0.00
559  0.242361  0.198868  0.297691  0.239703  0.000799     0.333333  0.347826  0.338983  1.000000       0.00
560  0.244454  0.198514  0.294177  0.238468  0.000714     0.333333  0.347826  0.254237  1.000000       0.00
561  0.251570  0.204883  0.298193  0.240527  0.000980     0.333333  0.347826  0.169492  1.000000       0.00
562  0.253663  0.205237  0.306225  0.247529  0.001198     0.333333  0.347826  0.084746  1.000000       0.00
563  0.248221  0.205591  0.305221  0.249588  0.001041     0.333333  0.347826  0.000000  1.000000       0.00
564  0.253244  0.204883  0.297691  0.244234  0.001670     0.333333  0.304348  0.932203  1.000000       0.00
565  0.254918  0.206299  0.307731  0.249176  0.001247     0.333333  0.304348  0.847458  1.000000       0.00
566  0.257430  0.208422  0.312751  0.250824  0.000714     0.333333  0.304348  0.762712  1.000000       0.00
567  0.261197  0.212314  0.315261  0.253295  0.000944     0.333333  0.304348  0.677966  1.000000       0.00
568  0.264127  0.214084  0.318775  0.257002  0.000714     0.333333  0.304348  0.593220  1.000000       0.00
569  0.259523  0.214084  0.316767  0.259885  0.000968     0.333333  0.304348  0.508475  1.000000       0.00
570  0.261616  0.211960  0.317269  0.255354  0.000327     0.333333  0.304348  0.423729  1.000000       0.00
571  0.257848  0.212314  0.316767  0.257414  0.000811     0.333333  0.304348  0.338983  1.000000       0.00
572  0.259104  0.212314  0.316767  0.253707  0.000629     0.333333  0.304348  0.254237  1.000000       0.00
573  0.259523  0.211607  0.318273  0.254942  0.000642     0.333333  0.304348  0.169492  1.000000       0.00
574  0.251570  0.210899  0.308735  0.255354  0.000460     0.333333  0.304348  0.084746  1.000000       0.00
575  0.249895  0.203822  0.306225  0.247529  0.000654     0.333333  0.304348  0.000000  1.000000       0.00
576  0.260779  0.211253  0.306225  0.245881  0.001017     0.333333  0.260870  0.932203  1.000000       0.00
577  0.258267  0.212668  0.316265  0.256590  0.000847     0.333333  0.260870  0.847458  1.000000       0.00
578  0.259523  0.210545  0.313253  0.254119  0.000993     0.333333  0.260870  0.762712  1.000000       0.00
579  0.258267  0.214084  0.317269  0.255354  0.000823     0.333333  0.260870  0.677966  1.000000       0.00
580  0.253244  0.212314  0.311245  0.254119  0.000763     0.333333  0.260870  0.593220  1.000000       0.00
581  0.254081  0.205591  0.304719  0.249176  0.000859     0.333333  0.260870  0.508475  1.000000       0.00
582  0.259941  0.211607  0.311747  0.249588  0.000702     0.333333  0.260870  0.423729  1.000000       0.00
583  0.261197  0.214084  0.318775  0.255766  0.000799     0.333333  0.260870  0.338983  1.000000       0.00
584  0.263709  0.214437  0.320783  0.257002  0.000533     0.333333  0.260870  0.254237  1.000000       0.00
585  0.260360  0.214084  0.318775  0.259473  0.000702     0.333333  0.260870  0.169492  1.000000       0.00
586  0.264127  0.215499  0.318775  0.256178  0.000642     0.333333  0.260870  0.084746  1.000000       0.00
587  0.267895  0.219391  0.323293  0.259885  0.000775     0.333333  0.260870  0.000000  1.000000       0.00
588  0.262871  0.219745  0.322791  0.263591  0.001186     0.333333  0.217391  0.932203  1.000000       0.00
589  0.267895  0.217268  0.322289  0.258237  0.000714     0.333333  0.217391  0.847458  1.000000       0.00
590  0.270825  0.221515  0.326807  0.263591  0.000750     0.333333  0.217391  0.762712  1.000000       0.00
591  0.272918  0.222930  0.330823  0.266474  0.000932     0.333333  0.217391  0.677966  1.000000       0.00
592  0.274173  0.222930  0.331325  0.268534  0.001126     0.333333  0.217391  0.593220  1.000000       0.00
593  0.277522  0.225761  0.336345  0.269769  0.000702     0.333333  0.217391  0.508475  1.000000       0.00
594  0.278778  0.227884  0.338353  0.273064  0.000835     0.333333  0.217391  0.423729  1.000000       0.00
595  0.276685  0.226822  0.338353  0.274300  0.001065     0.333333  0.217391  0.338983  1.000000       0.00
596  0.274173  0.227530  0.334839  0.272241  0.001816     0.333333  0.217391  0.254237  1.000000       0.00
597  0.272918  0.224345  0.334839  0.269769  0.001247     0.333333  0.217391  0.169492  1.000000       0.00
598  0.278359  0.227884  0.332831  0.268534  0.001477     0.333333  0.217391  0.084746  1.000000       0.00
599  0.284638  0.233900  0.341365  0.273888  0.000956     0.333333  0.217391  0.000000  1.000000       0.00
600  0.275429  0.233192  0.333835  0.280066  0.001150     0.333333  0.173913  0.932203  1.000000       0.00
601  0.270825  0.223992  0.331827  0.271005  0.000835     0.333333  0.173913  0.847458  1.000000       0.00
602  0.272080  0.224345  0.328313  0.266474  0.001247     0.333333  0.173913  0.762712  1.000000       0.00
603  0.274592  0.223284  0.331325  0.267710  0.001259     0.333333  0.173913  0.677966  1.000000       0.00
604  0.280871  0.228238  0.336847  0.270181  0.001114     0.333333  0.173913  0.593220  1.000000       0.00
605  0.270825  0.228946  0.332329  0.276359  0.001356     0.333333  0.173913  0.508475  1.000000       0.00
606  0.266220  0.221161  0.326807  0.266474  0.001114     0.333333  0.173913  0.423729  1.000000       0.00
607  0.267476  0.225053  0.325301  0.261944  0.001477     0.333333  0.173913  0.338983  1.000000       0.00
608  0.275010  0.226115  0.328313  0.263180  0.001489     0.333333  0.173913  0.254237  1.000000       0.00
609  0.273336  0.223284  0.331325  0.270593  0.001719     0.333333  0.173913  0.169492  1.000000       0.00
610  0.293428  0.239561  0.334839  0.268946  0.001670     0.333333  0.173913  0.084746  1.000000       0.00
611  0.282126  0.238854  0.341867  0.288715  0.001549     0.333333  0.173913  0.000000  1.000000       0.00
612  0.278778  0.232838  0.336345  0.277595  0.001973     0.333333  0.130435  0.932203  1.000000       0.00
613  0.287149  0.234253  0.333333  0.274300  0.002360     0.333333  0.130435  0.847458  1.000000       0.00
614  0.280033  0.233546  0.337851  0.282125  0.002046     0.333333  0.130435  0.762712  1.000000       0.00
615  0.266639  0.228238  0.326305  0.275535  0.002118     0.333333  0.130435  0.677966  1.000000       0.00
616  0.276266  0.224345  0.321285  0.261944  0.002336     0.333333  0.130435  0.593220  1.000000       0.00
617  0.276266  0.232484  0.335341  0.271829  0.002481     0.333333  0.130435  0.508475  1.000000       0.00
618  0.269569  0.227884  0.328313  0.271829  0.001465     0.333333  0.130435  0.423729  1.000000       0.00
619  0.264964  0.219391  0.324799  0.265239  0.000678     0.333333  0.130435  0.338983  1.000000       0.00
620  0.260779  0.217622  0.320281  0.260708  0.001380     0.333333  0.130435  0.254237  1.000000       0.00
621  0.254081  0.211960  0.312249  0.256590  0.001283     0.333333  0.130435  0.169492  1.000000       0.00
622  0.242361  0.205945  0.297691  0.250000  0.000908     0.333333  0.130435  0.084746  1.000000       0.00
623  0.246965  0.202052  0.297189  0.238468  0.001598     0.333333  0.130435  0.000000  1.000000       0.00
624  0.240268  0.200283  0.295683  0.242998  0.001222     0.333333  0.086957  0.932203  1.000000       0.00
625  0.237338  0.194621  0.286647  0.236409  0.000775     0.333333  0.086957  0.847458  1.000000       0.00
626  0.228129  0.191791  0.279618  0.233526  0.000775     0.333333  0.086957  0.762712  1.000000       0.00
627  0.221013  0.184006  0.271084  0.224465  0.001549     0.333333  0.086957  0.677966  1.000000       0.00
628  0.224780  0.181883  0.272088  0.217463  0.000968     0.333333  0.086957  0.593220  1.000000       0.00
629  0.242779  0.196037  0.275602  0.221170  0.001707     0.333333  0.086957  0.508475  1.000000       0.00
630  0.241105  0.197098  0.296185  0.238468  0.000654     0.333333  0.086957  0.423729  1.000000       0.00
631  0.244872  0.198160  0.296185  0.237232  0.001150     0.333333  0.086957  0.338983  1.000000       0.00
632  0.246965  0.200991  0.300201  0.241351  0.000557     0.333333  0.086957  0.254237  1.000000       0.00
633  0.249058  0.201699  0.301707  0.242998  0.000593     0.333333  0.086957  0.169492  1.000000       0.00
634  0.251151  0.203822  0.305221  0.245058  0.000847     0.333333  0.086957  0.084746  1.000000       0.00
635  0.255756  0.208068  0.308233  0.247117  0.001114     0.333333  0.086957  0.000000  1.000000       0.00
636  0.251151  0.208422  0.308735  0.251647  0.000775     0.333333  0.043478  0.932203  1.000000       0.00
637  0.250314  0.204529  0.307731  0.247117  0.000448     0.333333  0.043478  0.847458  1.000000       0.00
638  0.253244  0.204883  0.306727  0.246293  0.000629     0.333333  0.043478  0.762712  1.000000       0.00
639  0.254500  0.207006  0.309739  0.249176  0.000605     0.333333  0.043478  0.677966  1.000000       0.00
640  0.252825  0.207006  0.310743  0.250412  0.000738     0.333333  0.043478  0.593220  1.000000       0.00
641  0.246128  0.205237  0.302711  0.248764  0.000775     0.333333  0.043478  0.508475  1.000000       0.00
642  0.243198  0.200283  0.297691  0.242175  0.000654     0.333333  0.043478  0.423729  1.000000       0.00
643  0.241105  0.197098  0.296687  0.239292  0.000351     0.333333  0.043478  0.338983  1.000000       0.00
644  0.236919  0.196391  0.291667  0.236820  0.000593     0.333333  0.043478  0.254237  1.000000       0.00
645  0.228548  0.191437  0.280622  0.233114  0.000629     0.333333  0.043478  0.169492  1.000000       0.00
646  0.237756  0.191791  0.280622  0.224876  0.001017     0.333333  0.043478  0.084746  1.000000       0.00
647  0.249058  0.205237  0.281627  0.233937  0.001598     0.333333  0.043478  0.000000  1.000000       0.00
648  0.251570  0.203822  0.304719  0.245058  0.000726     0.333333  0.000000  0.932203  1.000000       0.00
649  0.242779  0.203468  0.297691  0.247529  0.000775     0.333333  0.000000  0.847458  1.000000       0.00
650  0.240268  0.196745  0.295181  0.238468  0.001356     0.333333  0.000000  0.762712  1.000000       0.00
651  0.239849  0.195329  0.294679  0.236409  0.000399     0.333333  0.000000  0.677966  1.000000       0.00
652  0.239431  0.197098  0.294177  0.235997  0.000835     0.333333  0.000000  0.593220  1.000000       0.00
653  0.237338  0.193560  0.289157  0.235173  0.000363     0.333333  0.000000  0.508475  1.000000       0.00
654  0.243617  0.197098  0.284639  0.233526  0.000763     0.333333  0.000000  0.423729  1.000000       0.00
655  0.246128  0.200991  0.292671  0.240527  0.001598     0.333333  0.000000  0.338983  1.000000       0.00
656  0.245710  0.201345  0.297189  0.242586  0.001828     0.333333  0.000000  0.254237  1.000000       0.00
657  0.245291  0.199575  0.287149  0.240115  0.002300     0.333333  0.000000  0.169492  1.000000       0.00
658  0.230222  0.198868  0.268574  0.241763  0.001198     0.333333  0.000000  0.084746  1.000000       0.00
659  0.260360  0.210899  0.255522  0.228171  0.000533     0.333333  0.000000  0.000000  1.000000       0.00
660  0.251988  0.210899  0.307731  0.254530  0.001440     0.166667  1.000000  0.932203  0.967742       0.00
661  0.246965  0.204529  0.302711  0.247941  0.000593     0.166667  1.000000  0.847458  0.967742       0.00
662  0.248221  0.200637  0.300703  0.242998  0.000399     0.166667  1.000000  0.762712  0.967742       0.00
663  0.239431  0.201345  0.292671  0.244234  0.000896     0.166667  1.000000  0.677966  0.967742       0.00
664  0.234408  0.193206  0.288655  0.235585  0.000690     0.166667  1.000000  0.593220  0.967742       0.00
665  0.231478  0.189667  0.285141  0.230643  0.000726     0.166667  1.000000  0.508475  0.967742       0.00
666  0.237338  0.192144  0.284639  0.227759  0.001477     0.166667  1.000000  0.423729  0.967742       0.00
667  0.231896  0.191791  0.284137  0.233526  0.000726     0.166667  1.000000  0.338983  0.967742       0.00
668  0.234408  0.189667  0.284639  0.228171  0.000472     0.166667  1.000000  0.254237  0.967742       0.00
669  0.232733  0.190729  0.285643  0.230643  0.000738     0.166667  1.000000  0.169492  0.967742       0.00

Total number of rows in combined dataframe: 670
Rows per timeframe:
  M5: 300 bars
  M30: 200 bars
  H1: 100 bars
  H4: 50 bars
  D1: 20 bars

Support and Resistance Levels:
    level_type  price_level  strength
0            0     0.003586  0.913043
1            0     0.142068  0.434783
2            0     0.309488  0.434783
3            0     0.054719  0.391304
4            0     0.284137  0.391304
5            0     0.252761  0.260870
6            0     0.039993  0.217391
7            0     0.204317  0.217391
8            0     0.277443  0.217391
9            0     0.361780  0.217391
10           1     0.207439  1.000000
11           1     0.238323  0.521739
12           1     0.274239  0.478261
13           1     0.342887  0.391304
14           1     0.393489  0.391304
15           1     0.213612  0.217391
16           1     0.294881  0.217391
17           1     0.061925  0.173913
18           1     0.257962  0.173913
19           1     0.307502  0.173913
